,Households,Population,Total_rooms,Total_bedrooms,Longitude,Latitude,Median_income,Median_house_value,Ocean_proximity
8994,374.0,1011.0,2551.0,378.0,-121.8,39.75,4.3309,125200.0,INLAND
8995,374.0,1176.0,2386.0,396.0,-117.43,33.93,4.5122,113300.0,INLAND
8996,374.0,1171.0,2168.0,357.0,-118.33,33.69,4.7216,311900.0,NEAR OCEAN
8997,374.0,1053.0,2759.0,409.0,-121.31,38.65,5.5,165700.0,INLAND
8998,374.0,794.0,1995.0,412.0,-122.15,37.46,5.6234,379600.0,NEAR BAY
8999,374.0,986.0,2142.0,373.0,-118.07,34.17,5.7051,326000.0,INLAND
9000,374.0,988.0,2418.0,375.0,-121.89,37.28,6.0936,365400.0,<1H OCEAN
9001,374.0,1072.0,2739.0,393.0,-121.95,37.96,6.1436,259500.0,INLAND
9002,374.0,910.0,2499.0,396.0,-117.87,33.59,6.6544,500001.0,<1H OCEAN
9003,374.0,1076.0,2577.0,404.0,-117.94,33.89,6.7528,459600.0,<1H OCEAN
9004,374.0,967.0,2635.0,408.0,-122.34,37.57,7.0422,500001.0,NEAR OCEAN
9005,374.0,917.0,2600.0,398.0,-119.68,34.44,8.7394,500001.0,<1H OCEAN
9006,375.0,1383.0,1908.0,417.0,-119.8,36.72,1.0472,57800.0,INLAND
9007,375.0,1230.0,845.0,451.0,-117.16,32.71,1.0918,22500.0,NEAR OCEAN
9008,375.0,1805.0,968.0,384.0,-118.28,34.05,1.4801,212500.0,<1H OCEAN
9009,375.0,1526.0,1607.0,377.0,-118.24,33.91,1.7158,94300.0,<1H OCEAN
9010,375.0,884.0,1326.0,375.0,-120.97,37.61,1.871,103900.0,INLAND
9011,375.0,928.0,1667.0,399.0,-118.33,34.02,1.8783,118200.0,<1H OCEAN
9012,375.0,1107.0,1973.0,399.0,-119.82,36.76,1.8971,66900.0,INLAND
9013,375.0,1506.0,1403.0,399.0,-118.2,33.98,2.0,172700.0,<1H OCEAN
9014,375.0,1157.0,1810.0,441.0,-121.53,39.08,2.0469,55100.0,INLAND
9015,375.0,1110.0,1617.0,423.0,-118.35,34.04,2.4635,169400.0,<1H OCEAN
9016,375.0,760.0,1671.0,469.0,-121.88,36.6,2.5164,178100.0,<1H OCEAN
9017,375.0,1008.0,2081.0,409.0,-117.66,34.07,2.587,138100.0,INLAND
9018,375.0,875.0,1778.0,408.0,-121.34,38.61,2.6023,142200.0,INLAND
9019,375.0,1125.0,1537.0,,-121.3,38.58,2.6471,90700.0,INLAND
9020,375.0,815.0,1520.0,402.0,-122.3,37.89,2.8036,211600.0,NEAR BAY
9021,375.0,1029.0,2072.0,385.0,-122.41,40.58,2.8512,75600.0,INLAND
9022,375.0,1176.0,1524.0,393.0,-118.34,34.19,2.875,192400.0,<1H OCEAN
9023,375.0,1301.0,2176.0,418.0,-117.08,32.7,2.875,98900.0,NEAR OCEAN
9024,375.0,948.0,1811.0,401.0,-121.92,36.62,3.0379,249300.0,NEAR OCEAN
9025,375.0,983.0,2395.0,431.0,-123.74,40.66,3.0469,136000.0,<1H OCEAN
9026,375.0,826.0,2073.0,388.0,-122.76,38.52,3.055,224100.0,<1H OCEAN
9027,375.0,598.0,1632.0,376.0,-117.9,33.63,3.2125,455000.0,<1H OCEAN
9028,375.0,1086.0,3895.0,,-117.28,34.26,3.3672,133600.0,INLAND
9029,375.0,890.0,2341.0,395.0,-119.81,36.77,3.4265,85000.0,INLAND
9030,375.0,1042.0,1577.0,421.0,-118.39,34.02,3.4375,314500.0,<1H OCEAN
9031,375.0,1100.0,1813.0,394.0,-117.89,34.09,3.4453,176700.0,<1H OCEAN
9032,375.0,1074.0,1530.0,401.0,-118.48,34.03,3.5076,381800.0,<1H OCEAN
9033,375.0,1042.0,2171.0,389.0,-119.91,37.23,3.625,94400.0,INLAND
9034,375.0,1034.0,1882.0,428.0,-118.03,33.95,3.6509,173200.0,<1H OCEAN
9035,375.0,908.0,2088.0,388.0,-118.35,34.08,3.8141,342000.0,<1H OCEAN
9036,375.0,1178.0,2039.0,384.0,-121.27,38.11,3.8672,120100.0,INLAND
9037,375.0,1728.0,1819.0,375.0,-117.92,34.03,3.975,162400.0,<1H OCEAN
9038,375.0,975.0,2412.0,394.0,-122.12,37.68,4.0417,191100.0,NEAR BAY
9039,375.0,1117.0,2388.0,393.0,-120.43,34.9,4.1058,164000.0,<1H OCEAN
9040,375.0,1249.0,1740.0,387.0,-118.35,33.89,4.1552,233900.0,<1H OCEAN
9041,375.0,1044.0,2053.0,369.0,-118.06,34.12,4.1875,275400.0,INLAND
9042,375.0,1757.0,1733.0,361.0,-117.93,34.01,4.2266,153800.0,<1H OCEAN
9043,375.0,1109.0,2492.0,415.0,-122.19,37.78,4.3125,164400.0,NEAR BAY
9044,375.0,811.0,2037.0,358.0,-121.48,38.55,4.3929,162500.0,INLAND
9045,375.0,942.0,2001.0,402.0,-121.96,37.34,4.4453,255400.0,<1H OCEAN
9046,375.0,823.0,2324.0,413.0,-121.45,38.6,4.6625,158900.0,INLAND
9047,375.0,974.0,2424.0,388.0,-117.17,32.81,4.739,184100.0,NEAR OCEAN
9048,375.0,1040.0,1951.0,395.0,-118.48,34.25,5.1619,195300.0,<1H OCEAN
9049,375.0,837.0,1682.0,379.0,-122.46,37.78,5.2806,400000.0,NEAR BAY
9050,375.0,846.0,2142.0,358.0,-121.93,37.33,5.4273,421000.0,<1H OCEAN
9051,375.0,1089.0,2062.0,396.0,-118.25,34.22,5.5362,301200.0,<1H OCEAN
9052,375.0,1016.0,2034.0,359.0,-121.98,37.31,5.8127,288300.0,<1H OCEAN
9053,375.0,936.0,2041.0,293.0,-117.24,34.15,6.0,140200.0,INLAND
9054,375.0,1288.0,2677.0,368.0,-121.9,38.0,6.0497,177500.0,INLAND
9055,375.0,1259.0,2714.0,361.0,-121.83,37.21,7.7738,387500.0,<1H OCEAN
9056,375.0,920.0,2458.0,400.0,-118.4,33.9,7.8924,500001.0,<1H OCEAN
9057,375.0,966.0,2629.0,369.0,-118.36,33.8,10.1241,500001.0,NEAR OCEAN
9058,375.0,1143.0,3000.0,374.0,-118.5,34.04,15.0001,500001.0,<1H OCEAN
9059,376.0,1186.0,1657.0,362.0,-119.35,35.58,1.1903,63200.0,INLAND
9060,376.0,1359.0,1276.0,437.0,-121.76,36.91,1.9609,155000.0,<1H OCEAN
9061,376.0,1639.0,1696.0,438.0,-118.19,33.89,2.0357,107300.0,<1H OCEAN
9062,376.0,1029.0,1950.0,407.0,-122.12,40.14,2.5197,82300.0,INLAND
9063,376.0,1020.0,4374.0,989.0,-116.76,34.23,2.6071,89000.0,INLAND
9064,376.0,1509.0,1531.0,357.0,-118.19,33.91,2.6354,128100.0,<1H OCEAN
9065,376.0,891.0,1235.0,390.0,-118.47,34.0,2.7143,287500.0,<1H OCEAN
9066,376.0,1063.0,1283.0,406.0,-117.93,33.65,2.75,275000.0,<1H OCEAN
9067,376.0,1925.0,1243.0,365.0,-117.87,33.74,2.7632,158900.0,<1H OCEAN
9068,376.0,1064.0,3959.0,849.0,-116.76,34.29,2.8214,111400.0,INLAND
9069,376.0,967.0,2325.0,430.0,-120.7,38.75,2.9,158700.0,INLAND
9070,376.0,1071.0,1752.0,399.0,-122.2,37.78,3.1167,121600.0,NEAR BAY
9071,376.0,1517.0,1782.0,394.0,-117.95,34.03,3.3389,157900.0,<1H OCEAN
9072,376.0,1060.0,1915.0,348.0,-117.39,33.97,3.4044,117900.0,INLAND
9073,376.0,1600.0,1954.0,390.0,-118.05,33.95,3.6125,170800.0,<1H OCEAN
9074,376.0,1224.0,1684.0,387.0,-121.91,37.42,4.1389,174100.0,<1H OCEAN
9075,376.0,1443.0,1933.0,347.0,-117.4,34.11,4.2121,128100.0,INLAND
9076,376.0,1162.0,2223.0,360.0,-118.34,33.86,5.259,279400.0,<1H OCEAN
9077,376.0,867.0,2382.0,392.0,-122.48,37.73,5.2598,371500.0,NEAR OCEAN
9078,376.0,1023.0,2016.0,349.0,-122.11,37.44,5.6413,376600.0,NEAR BAY
9079,376.0,963.0,2272.0,403.0,-122.37,37.59,5.7245,500000.0,NEAR OCEAN
9080,376.0,794.0,2576.0,406.0,-122.24,37.83,5.956,366100.0,NEAR BAY
9081,376.0,779.0,1649.0,388.0,-122.26,37.54,6.9635,417300.0,NEAR BAY
9082,376.0,1145.0,3004.0,393.0,-122.03,37.86,7.2655,494000.0,NEAR BAY
9083,376.0,984.0,3188.0,442.0,-119.63,34.44,9.4522,500001.0,<1H OCEAN
9084,376.0,1111.0,3104.0,387.0,-118.5,34.15,13.4196,500001.0,<1H OCEAN
9085,377.0,991.0,2075.0,435.0,-123.23,39.77,1.2281,60300.0,INLAND
9086,377.0,1370.0,1712.0,403.0,-115.54,32.79,1.275,60400.0,INLAND
9087,377.0,897.0,1486.0,420.0,-118.32,33.84,1.6228,376100.0,<1H OCEAN
9088,377.0,1378.0,1391.0,420.0,-118.29,33.85,1.9049,222200.0,<1H OCEAN
9089,377.0,753.0,1741.0,401.0,-121.83,39.73,2.0064,77900.0,INLAND
9090,377.0,1100.0,1851.0,425.0,-117.34,34.07,2.0461,90500.0,INLAND
9091,377.0,1952.0,1301.0,403.0,-118.25,34.01,2.1466,100800.0,<1H OCEAN
9092,377.0,1475.0,1369.0,408.0,-118.18,34.08,2.3281,151900.0,<1H OCEAN
9093,377.0,1074.0,2193.0,430.0,-120.47,34.65,2.3333,130200.0,NEAR OCEAN
9094,377.0,1122.0,1539.0,386.0,-118.11,34.01,2.4605,196000.0,<1H OCEAN
9095,377.0,645.0,1189.0,377.0,-117.25,32.75,2.4672,216700.0,NEAR OCEAN
9096,377.0,822.0,1874.0,411.0,-121.63,39.14,2.5038,68300.0,INLAND
9097,377.0,981.0,1944.0,458.0,-118.37,34.02,2.6154,193200.0,<1H OCEAN
9098,377.0,1271.0,1531.0,326.0,-122.34,37.99,2.6167,85100.0,NEAR BAY
9099,377.0,1776.0,1583.0,392.0,-118.2,34.03,2.7266,140800.0,<1H OCEAN
9100,377.0,1271.0,1931.0,380.0,-121.08,38.95,2.7463,156100.0,INLAND
9101,377.0,1070.0,2180.0,423.0,-120.87,38.83,2.8562,128200.0,INLAND
9102,377.0,1575.0,1949.0,396.0,-120.45,34.96,2.875,121400.0,<1H OCEAN
9103,377.0,1150.0,2101.0,426.0,-117.43,34.01,3.0909,98300.0,INLAND
9104,377.0,799.0,1974.0,393.0,-120.97,37.66,3.1286,137500.0,INLAND
9105,377.0,807.0,1876.0,389.0,-122.33,37.94,3.1571,141600.0,NEAR BAY
9106,377.0,1614.0,1829.0,391.0,-118.19,33.93,3.1912,146400.0,<1H OCEAN
9107,377.0,1221.0,1835.0,413.0,-117.62,33.43,3.2232,247100.0,NEAR OCEAN
9108,377.0,870.0,2248.0,422.0,-122.29,37.89,3.4732,246200.0,NEAR BAY
9109,377.0,1155.0,2230.0,410.0,-121.37,38.7,3.4911,88200.0,INLAND
9110,377.0,826.0,2069.0,417.0,-118.34,34.06,3.5481,396000.0,<1H OCEAN
9111,377.0,1053.0,2090.0,387.0,-122.7,38.23,3.5673,310300.0,<1H OCEAN
9112,377.0,1012.0,2203.0,412.0,-118.13,34.19,4.0714,234000.0,INLAND
9113,377.0,922.0,1830.0,369.0,-118.33,33.97,4.1635,156400.0,<1H OCEAN
9114,377.0,1042.0,2241.0,443.0,-122.47,37.77,4.1635,398400.0,NEAR BAY
9115,377.0,1047.0,2143.0,382.0,-118.12,33.84,4.4423,216000.0,<1H OCEAN
9116,377.0,1102.0,1769.0,387.0,-122.43,37.66,4.5493,281500.0,NEAR OCEAN
9117,377.0,1549.0,2019.0,394.0,-117.92,33.84,4.6111,223000.0,<1H OCEAN
9118,377.0,979.0,2479.0,382.0,-121.75,38.55,4.7308,236200.0,INLAND
9119,377.0,1285.0,2145.0,369.0,-122.04,37.54,4.9464,223800.0,NEAR BAY
9120,377.0,1194.0,2203.0,367.0,-119.2,34.26,5.4087,223200.0,NEAR OCEAN
9121,377.0,1195.0,2345.0,408.0,-118.31,33.82,5.4925,361700.0,<1H OCEAN
9122,377.0,1234.0,2477.0,359.0,-121.36,38.04,5.5427,162100.0,INLAND
9123,377.0,1389.0,2712.0,402.0,-117.85,34.0,5.6513,227900.0,<1H OCEAN
9124,377.0,823.0,2255.0,410.0,-122.26,37.88,5.7979,415300.0,NEAR BAY
9125,377.0,724.0,2067.0,428.0,-117.8,33.55,5.8371,500001.0,<1H OCEAN
9126,377.0,1062.0,2399.0,373.0,-118.64,34.19,6.0094,245600.0,<1H OCEAN
9127,377.0,1238.0,2559.0,370.0,-121.94,37.75,6.2781,269800.0,<1H OCEAN
9128,377.0,1089.0,2876.0,391.0,-121.93,37.93,6.299,286900.0,INLAND
9129,377.0,1284.0,2581.0,358.0,-121.8,37.23,6.7385,272400.0,<1H OCEAN
9130,377.0,1172.0,2845.0,420.0,-117.15,34.04,7.5822,283100.0,INLAND
9131,377.0,934.0,2410.0,361.0,-122.24,37.43,7.652,500001.0,NEAR OCEAN
9132,377.0,1209.0,3056.0,369.0,-122.02,37.87,8.4352,441400.0,NEAR BAY
9133,378.0,1283.0,2159.0,416.0,-120.49,37.26,1.8939,83000.0,INLAND
9134,378.0,863.0,1916.0,447.0,-122.28,37.84,1.9274,122300.0,NEAR BAY
9135,378.0,687.0,1708.0,391.0,-121.31,38.28,1.9485,155400.0,INLAND
9136,378.0,1668.0,1594.0,430.0,-118.2,34.09,2.5343,138200.0,<1H OCEAN
9137,378.0,1128.0,1867.0,403.0,-122.2,37.78,2.5401,129100.0,NEAR BAY
9138,378.0,891.0,1576.0,400.0,-118.31,33.9,2.6312,171300.0,<1H OCEAN
9139,378.0,1159.0,1582.0,399.0,-118.44,34.22,2.825,168600.0,<1H OCEAN
9140,378.0,901.0,1951.0,395.0,-117.01,32.84,3.1023,143300.0,<1H OCEAN
9141,378.0,1304.0,1526.0,388.0,-118.12,34.06,3.1892,214700.0,<1H OCEAN
9142,378.0,1317.0,1577.0,379.0,-118.19,34.1,3.2121,153900.0,<1H OCEAN
9143,378.0,891.0,2058.0,412.0,-119.77,36.84,3.2569,124400.0,INLAND
9144,378.0,899.0,2144.0,372.0,-121.05,38.92,3.3021,158800.0,INLAND
9145,378.0,917.0,1748.0,386.0,-118.03,33.94,3.4792,169000.0,<1H OCEAN
9146,378.0,633.0,1615.0,393.0,-122.43,37.75,3.5114,347500.0,NEAR BAY
9147,378.0,1265.0,1691.0,367.0,-117.97,33.86,3.5855,174300.0,<1H OCEAN
9148,378.0,735.0,1627.0,375.0,-117.25,32.79,3.6429,317100.0,NEAR OCEAN
9149,378.0,1096.0,2213.0,390.0,-122.37,40.54,3.6923,86900.0,INLAND
9150,378.0,648.0,1658.0,427.0,-118.46,33.97,3.8698,500001.0,<1H OCEAN
9151,378.0,979.0,2044.0,393.0,-122.49,37.75,3.9205,319100.0,NEAR OCEAN
9152,378.0,918.0,1781.0,349.0,-117.88,33.84,3.9286,262700.0,<1H OCEAN
9153,378.0,1279.0,1987.0,399.0,-117.95,34.07,4.1172,176500.0,<1H OCEAN
9154,378.0,1116.0,1975.0,389.0,-118.06,34.09,4.2898,251600.0,<1H OCEAN
9155,378.0,849.0,2316.0,387.0,-119.32,36.32,4.3816,88600.0,INLAND
9156,378.0,1229.0,1880.0,377.0,-118.1,33.9,4.4167,174600.0,<1H OCEAN
9157,378.0,766.0,1828.0,396.0,-122.17,37.45,4.4531,500001.0,NEAR BAY
9158,378.0,1011.0,2405.0,462.0,-118.7,34.24,4.504,204300.0,<1H OCEAN
9159,378.0,1073.0,2086.0,380.0,-121.8,38.67,4.5526,154400.0,INLAND
9160,378.0,1247.0,2127.0,417.0,-117.94,33.86,4.75,185600.0,<1H OCEAN
9161,378.0,1159.0,2228.0,399.0,-117.96,33.94,4.8906,228900.0,<1H OCEAN
9162,378.0,905.0,2591.0,424.0,-122.29,37.91,5.1691,263200.0,NEAR BAY
9163,378.0,1284.0,2295.0,374.0,-117.67,34.04,5.2551,194300.0,INLAND
9164,378.0,1248.0,2355.0,384.0,-122.02,37.31,5.9714,332500.0,<1H OCEAN
9165,378.0,1172.0,2561.0,404.0,-122.01,37.26,7.6107,500001.0,<1H OCEAN
9166,378.0,1208.0,2980.0,362.0,-118.56,34.24,8.1714,500001.0,<1H OCEAN
9167,379.0,794.0,1322.0,387.0,-124.09,40.86,1.1742,75000.0,NEAR OCEAN
9168,379.0,1009.0,1310.0,364.0,-122.43,37.78,1.3844,177500.0,NEAR BAY
9169,379.0,932.0,2129.0,420.0,-117.64,34.11,2.5868,146900.0,INLAND
9170,379.0,739.0,1616.0,372.0,-122.15,37.72,2.9097,210900.0,NEAR BAY
9171,379.0,1558.0,1751.0,400.0,-118.21,33.97,3.0313,166100.0,<1H OCEAN
9172,379.0,669.0,1482.0,345.0,-119.82,34.43,3.0773,112500.0,NEAR OCEAN
9173,379.0,707.0,1364.0,386.0,-122.44,37.78,3.1607,293800.0,NEAR BAY
9174,379.0,956.0,2033.0,370.0,-119.02,35.43,3.1736,70700.0,INLAND
9175,379.0,692.0,1437.0,406.0,-117.16,32.74,3.1979,466700.0,NEAR OCEAN
9176,379.0,974.0,2236.0,372.0,-121.82,39.75,3.2016,97000.0,INLAND
9177,379.0,1464.0,2243.0,399.0,-117.18,34.08,3.2105,90300.0,INLAND
9178,379.0,1163.0,1948.0,395.0,-118.04,33.96,3.225,154000.0,<1H OCEAN
9179,379.0,1052.0,1767.0,417.0,-118.36,34.04,3.5161,157000.0,<1H OCEAN
9180,379.0,1021.0,2275.0,375.0,-117.16,32.81,3.6371,176300.0,NEAR OCEAN
9181,379.0,1041.0,2181.0,419.0,-122.49,37.75,3.7361,320200.0,NEAR OCEAN
9182,379.0,963.0,2323.0,397.0,-121.08,39.18,3.7426,162700.0,INLAND
9183,379.0,1629.0,1894.0,408.0,-118.2,34.04,3.7619,127600.0,<1H OCEAN
9184,379.0,887.0,1999.0,390.0,-118.11,33.82,3.8162,221900.0,<1H OCEAN
9185,379.0,851.0,2303.0,399.0,-117.61,33.43,3.9875,346500.0,NEAR OCEAN
9186,379.0,1302.0,2062.0,376.0,-117.34,33.21,4.0109,145700.0,NEAR OCEAN
9187,379.0,1103.0,1856.0,339.0,-116.99,32.73,4.0357,153800.0,<1H OCEAN
9188,379.0,1141.0,2182.0,409.0,-118.51,34.19,4.2865,221100.0,<1H OCEAN
9189,379.0,928.0,2250.0,378.0,-119.0,35.4,4.3906,93900.0,INLAND
9190,379.0,832.0,1593.0,371.0,-117.79,33.7,4.4286,239500.0,<1H OCEAN
9191,379.0,1081.0,2655.0,432.0,-119.69,36.85,4.5398,143100.0,INLAND
9192,379.0,986.0,2304.0,384.0,-122.39,37.6,4.652,387100.0,NEAR OCEAN
9193,379.0,1136.0,1935.0,388.0,-118.36,33.9,4.74,230000.0,<1H OCEAN
9194,379.0,1203.0,2239.0,391.0,-122.16,37.7,5.0043,190400.0,NEAR BAY
9195,379.0,649.0,1637.0,394.0,-122.43,37.79,5.0049,460000.0,NEAR BAY
9196,379.0,1228.0,2950.0,387.0,-118.75,34.17,5.3749,346100.0,NEAR OCEAN
9197,379.0,1283.0,2229.0,371.0,-118.72,34.28,5.5955,217700.0,<1H OCEAN
9198,379.0,1016.0,2868.0,376.0,-119.82,36.83,6.1175,144700.0,INLAND
9199,379.0,1165.0,2896.0,404.0,-117.64,34.15,6.4559,392900.0,INLAND
9200,379.0,850.0,2873.0,420.0,-118.47,34.14,8.153,500001.0,<1H OCEAN
9201,380.0,582.0,880.0,451.0,-122.27,37.81,0.977,118800.0,NEAR BAY
9202,380.0,775.0,2354.0,514.0,-118.23,35.48,1.8369,59400.0,INLAND
9203,380.0,835.0,2483.0,544.0,-122.9,39.09,1.9141,143200.0,INLAND
9204,380.0,867.0,2106.0,410.0,-119.49,36.58,1.9913,95300.0,INLAND
9205,380.0,877.0,1587.0,448.0,-121.48,38.56,2.0833,94300.0,INLAND
9206,380.0,1295.0,1534.0,417.0,-118.28,34.0,2.0938,119200.0,<1H OCEAN
9207,380.0,1165.0,1753.0,387.0,-118.29,34.0,2.1354,105800.0,<1H OCEAN
9208,380.0,984.0,1484.0,394.0,-122.02,36.98,2.1734,187500.0,NEAR OCEAN
9209,380.0,1140.0,1909.0,398.0,-121.04,37.68,2.3783,81400.0,INLAND
9210,380.0,880.0,1827.0,378.0,-117.07,32.76,2.5125,176600.0,NEAR OCEAN
9211,380.0,693.0,1464.0,406.0,-118.23,34.21,2.5463,200000.0,<1H OCEAN
9212,380.0,958.0,1657.0,359.0,-119.57,36.71,2.6458,84800.0,INLAND
9213,380.0,1716.0,1349.0,371.0,-118.25,33.79,2.7143,138100.0,NEAR OCEAN
9214,380.0,995.0,2080.0,388.0,-121.44,38.52,2.7697,76600.0,INLAND
9215,380.0,1156.0,2066.0,422.0,-118.31,33.97,2.7917,125800.0,<1H OCEAN
9216,380.0,992.0,1776.0,361.0,-124.17,40.76,2.8056,82800.0,NEAR OCEAN
9217,380.0,1507.0,1779.0,431.0,-118.35,33.95,2.8892,159800.0,<1H OCEAN
9218,380.0,1258.0,2053.0,382.0,-118.3,33.92,3.0139,154700.0,<1H OCEAN
9219,380.0,915.0,1710.0,412.0,-119.27,34.28,3.1757,206300.0,NEAR OCEAN
9220,380.0,982.0,1753.0,380.0,-122.86,38.61,3.4013,183300.0,<1H OCEAN
9221,380.0,770.0,1359.0,428.0,-118.33,34.16,3.4016,234600.0,<1H OCEAN
9222,380.0,1267.0,1785.0,386.0,-119.68,34.43,3.5208,251200.0,<1H OCEAN
9223,380.0,718.0,1946.0,400.0,-122.45,38.3,3.5507,257900.0,NEAR BAY
9224,380.0,874.0,2382.0,431.0,-119.8,36.78,3.5542,96500.0,INLAND
9225,380.0,841.0,1650.0,395.0,-122.29,37.88,3.556,179300.0,NEAR BAY
9226,380.0,1100.0,2271.0,389.0,-117.26,34.15,3.5978,88300.0,INLAND
9227,380.0,839.0,1810.0,388.0,-118.45,34.18,3.7171,228800.0,<1H OCEAN
9228,380.0,1385.0,1993.0,388.0,-117.96,34.05,3.7258,181900.0,<1H OCEAN
9229,380.0,881.0,1857.0,399.0,-117.7,33.47,3.8403,350000.0,<1H OCEAN
9230,380.0,1292.0,2036.0,414.0,-117.89,33.85,3.875,273000.0,<1H OCEAN
9231,380.0,1062.0,2339.0,436.0,-120.96,38.66,3.9036,180800.0,INLAND
9232,380.0,948.0,1817.0,449.0,-122.46,37.76,3.93,390000.0,NEAR BAY
9233,380.0,1032.0,1769.0,414.0,-122.5,37.77,3.9954,324700.0,NEAR BAY
9234,380.0,883.0,2606.0,426.0,-117.1,32.76,4.2813,270800.0,NEAR OCEAN
9235,380.0,1257.0,2364.0,421.0,-120.61,35.06,4.6167,273100.0,<1H OCEAN
9236,380.0,1098.0,1958.0,386.0,-118.3,33.75,4.625,273400.0,<1H OCEAN
9237,380.0,1048.0,2472.0,408.0,-118.21,34.56,4.7097,262100.0,INLAND
9238,380.0,1500.0,2099.0,397.0,-118.13,34.13,4.8304,493200.0,<1H OCEAN
9239,380.0,1200.0,2707.0,433.0,-121.34,38.03,4.9861,133500.0,INLAND
9240,380.0,1004.0,2319.0,430.0,-117.65,33.6,5.133,316100.0,<1H OCEAN
9241,380.0,1207.0,2094.0,380.0,-118.45,34.25,5.2801,212300.0,<1H OCEAN
9242,380.0,1062.0,2496.0,407.0,-117.21,32.81,5.5413,302100.0,NEAR OCEAN
9243,380.0,996.0,2370.0,379.0,-118.1,33.79,5.7368,287200.0,<1H OCEAN
9244,380.0,1076.0,2746.0,433.0,-119.79,34.45,5.8635,348700.0,NEAR OCEAN
9245,380.0,1005.0,2437.0,349.0,-119.69,36.73,7.2211,171700.0,INLAND
9246,380.0,1059.0,2726.0,398.0,-118.06,34.17,7.2419,410400.0,INLAND
9247,380.0,1021.0,2927.0,402.0,-122.22,37.81,8.1564,390100.0,NEAR BAY
9248,380.0,1044.0,2311.0,404.0,-118.41,33.9,8.468,472100.0,<1H OCEAN
9249,380.0,1061.0,3104.0,415.0,-119.79,34.4,9.6885,500001.0,NEAR OCEAN
9250,380.0,1113.0,2850.0,379.0,-118.29,34.11,12.9591,500001.0,<1H OCEAN
9251,381.0,820.0,2009.0,469.0,-116.81,33.9,1.3286,81800.0,INLAND
9252,381.0,1560.0,1280.0,422.0,-118.27,34.03,1.7115,125000.0,<1H OCEAN
9253,381.0,1511.0,1256.0,391.0,-118.16,34.02,1.7981,166000.0,<1H OCEAN
9254,381.0,1121.0,1513.0,395.0,-115.54,32.98,1.9464,60600.0,INLAND
9255,381.0,1286.0,1960.0,393.0,-119.77,36.73,2.1518,53000.0,INLAND
9256,381.0,1153.0,1576.0,364.0,-117.09,32.62,2.1955,129700.0,NEAR OCEAN
9257,381.0,1000.0,2202.0,484.0,-122.91,39.07,2.4423,102300.0,INLAND
9258,381.0,1131.0,1792.0,411.0,-117.93,33.83,2.4942,186300.0,<1H OCEAN
9259,381.0,1369.0,1333.0,393.0,-119.67,34.42,2.5947,232600.0,<1H OCEAN
9260,381.0,1395.0,2230.0,417.0,-118.26,33.89,2.8493,109600.0,<1H OCEAN
9261,381.0,985.0,2144.0,420.0,-120.66,38.4,3.175,118500.0,INLAND
9262,381.0,722.0,1878.0,393.0,-121.46,38.56,3.3348,122800.0,INLAND
9263,381.0,970.0,1875.0,363.0,-121.44,37.74,3.5096,141700.0,INLAND
9264,381.0,861.0,1934.0,386.0,-117.23,33.21,3.6181,213800.0,<1H OCEAN
9265,381.0,1456.0,2329.0,419.0,-117.3,33.25,3.7933,131000.0,<1H OCEAN
9266,381.0,1663.0,1688.0,386.0,-118.22,33.97,4.0609,171300.0,<1H OCEAN
9267,381.0,875.0,1966.0,348.0,-122.63,38.23,4.0703,223800.0,<1H OCEAN
9268,381.0,864.0,2225.0,367.0,-122.12,38.01,4.1189,172400.0,NEAR BAY
9269,381.0,1291.0,2394.0,416.0,-117.5,33.98,4.2099,138700.0,INLAND
9270,381.0,1085.0,2690.0,410.0,-120.67,35.63,4.2841,256700.0,<1H OCEAN
9271,381.0,1115.0,1854.0,383.0,-117.95,33.87,4.4784,185200.0,<1H OCEAN
9272,381.0,1527.0,1898.0,395.0,-121.81,37.31,4.4792,212500.0,<1H OCEAN
9273,381.0,1086.0,2297.0,416.0,-122.47,37.5,4.875,334600.0,NEAR OCEAN
9274,381.0,1015.0,2388.0,437.0,-122.89,38.42,5.1512,268300.0,<1H OCEAN
9275,381.0,837.0,2038.0,379.0,-117.92,33.62,5.2416,471300.0,<1H OCEAN
9276,381.0,1176.0,2526.0,381.0,-117.3,34.18,5.5136,137100.0,INLAND
9277,381.0,1344.0,2643.0,418.0,-117.98,34.01,5.7057,262100.0,<1H OCEAN
9278,381.0,1203.0,2983.0,406.0,-118.71,34.29,6.3236,302000.0,<1H OCEAN
9279,381.0,1237.0,2413.0,369.0,-121.81,37.23,6.4328,257200.0,<1H OCEAN
9280,381.0,1060.0,2773.0,384.0,-120.99,37.69,6.4788,199400.0,INLAND
9281,381.0,1222.0,3279.0,418.0,-121.97,37.8,7.9168,356000.0,<1H OCEAN
9282,381.0,1001.0,2717.0,376.0,-122.08,37.36,9.281,500001.0,NEAR BAY
9283,382.0,1116.0,1673.0,399.0,-121.44,38.63,1.3302,62200.0,INLAND
9284,382.0,826.0,1665.0,405.0,-124.14,40.59,1.5625,66800.0,NEAR OCEAN
9285,382.0,970.0,1402.0,370.0,-121.44,38.63,1.6343,71000.0,INLAND
9286,382.0,1055.0,1014.0,422.0,-122.41,37.78,1.8519,32500.0,NEAR BAY
9287,382.0,1031.0,2026.0,396.0,-122.23,39.75,1.9375,73100.0,INLAND
9288,382.0,1008.0,1765.0,438.0,-121.43,38.62,2.0639,73000.0,INLAND
